,target_com,depth,target_per,threshold,total_get_test,total_use_test,num_com_test,num_pred_test,gain_test,gain_std_test,num_hit_test,buy_hit_per_test,buy_hit_per_std_test,plus_month_num_test,diff_mea_med_test,total_get_final,total_use_final,num_com_final,num_pred_final,gain_final,gain_std_final,num_hit_final,buy_hit_per_final,buy_hit_per_std_final,plus_month_num_final,diff_mea_med_final,total_get_test_score,total_use_test_score,num_com_test_score,num_pred_test_score,gain_test_score,gain_std_test_score,num_hit_test_score,buy_hit_per_test_score,buy_hit_per_std_test_score,plus_month_num_test_score,diff_mea_med_test_score,score
1,1.0,5.0,81.0,0.54,38000.0,39100.0,53.0,391.0,97.18670076726342,67.42632880890692,26.0,6.649616368286446,0.5544624907590486,2.0,182.6309523809523,27590.0,24100.0,26.0,241.0,114.48132780082987,66.78572325986849,13.0,5.394190871369295,1.197822135248186,2.0,67.77777777777783,0.09606907982330898,0.2678944587191137,0.0,0.26789445871911355,0.31022237859308477,0.0880053091997271,-0.035864690513989106,0.3851983919257253,0.2610986134930751,0.0,0.05781942864467451,1.6983374286038337
4,1.0,5.0,82.0,0.54,39490.0,38300.0,53.0,383.0,103.10704960835508,68.24811998294165,27.0,7.049608355091384,0.6288038944539059,2.0,143.16666666666652,27690.0,23900.0,26.0,239.0,115.85774058577404,67.86797395880089,13.0,5.439330543933055,1.2078457514427317,2.0,73.33333333333348,0.11136571517766544,0.2482566483582087,0.0,0.24825664835820857,-0.09059463983125587,0.0706226769903915,-0.04189113441183154,0.11595685153147056,0.13901322692785667,0.0,0.003594015362426695,0.8045800084631407
7,1.0,5.0,83.0,0.54,39490.0,36800.0,53.0,368.0,107.30978260869566,70.43817654118487,27.0,7.336956521739131,0.6544344879778421,2.0,143.16666666666652,26520.0,23300.0,26.0,233.0,113.81974248927038,59.3449800208127,12.0,5.150214592274678,1.1355155841478928,2.0,92.5555555555552,0.11136571517766544,0.2114357539315119,0.0,0.2114357539315118,-0.37512633815589,0.024298320058351003,-0.04189113441183154,-0.07746218077387672,0.09692199966088764,0.0,0.003594015362426695,0.16457190478075617
10,1.0,5.0,84.0,0.54,36910.0,35000.0,53.0,350.0,105.45714285714286,73.77945587732783,25.0,7.142857142857142,0.6700593942604899,2.0,181.1309523809523,25570.0,22000.0,26.0,220.0,116.22727272727272,62.18759422103415,11.0,5.0,1.143914308374356,2.0,84.72222222222217,0.08487892375871264,0.16725068061947573,0.0,0.1672506806194756,-0.249699684868534,-0.046376848578069056,-0.029838246616146678,0.053189475968536494,0.07126237220224811,0.0,0.05575837221222708,0.27367572531792594
13,1.0,5.0,85.0,0.54,36910.0,35400.0,53.0,354.0,104.26553672316383,74.74389956204456,25.0,7.062146892655368,0.6624881016699761,2.0,181.1309523809523,21210.0,21400.0,26.0,214.0,99.11214953271028,54.669573157918094,10.0,4.672897196261682,0.9727411212458564,2.0,10.166666666666517,0.08487892375871264,0.17706958579992818,0.0,0.1770695857999281,-0.16902605725344938,-0.06677688497142513,-0.029838246616146678,0.1075169445348724,0.08369614580309816,0.0,0.05575837221222708,0.4203483690677453
14,1.0,5.0,85.0,0.58,18800.0,19300.0,53.0,193.0,97.40932642487049,80.37395542563439,14.0,7.253886010362693,0.9268675554403272,2.0,131.0,11060.0,13000.0,26.0,130.0,85.07692307692307,43.58451412453927,6.0,4.615384615384616,1.3323467750529825,1.0,5.0,-0.10104192608517704,-0.21814134771328428,0.0,-0.21814134771328425,0.295150268029686,-0.18586454797747679,0.036452636260120054,-0.021545979494480626,-0.350474668968421,0.0,-0.01312344236742443,-0.7767303560297423
16,1.0,5.0,86.0,0.54,35830.0,33500.0,53.0,335.0,106.95522388059702,78.87905333937879,24.0,7.164179104477612,0.647148757871009,2.0,124.75,21210.0,20400.0,26.0,204.0,103.97058823529412,58.35656081604274,10.0,4.901960784313726,1.020424509542222,2.0,10.166666666666517,0.0737914296763603,0.1304297861927789,0.0,0.1304297861927788,-0.35112214920228474,-0.15424418750710314,-0.023811802718304246,0.03883729397414558,0.10888681512433442,0.0,-0.021711177502622036,-0.06851420576991618
18,1.0,5.0,87.0,0.5,48210.0,49700.0,53.0,497.0,97.0020120724346,79.15942286943839,32.0,6.438631790744467,0.6763676585099239,2.0,234.5666666666666,33380.0,30800.0,26.0,308.0,108.37662337662336,41.30324719956759,17.0,5.51948051948052,1.0436851472936095,2.0,48.27380952380963,0.2008869636944362,0.5280954460011046,0.0,0.5280954460011043,0.3227260965301382,-0.16017459973068873,-0.07202335390104368,0.5272157686001624,0.060902776591048056,0.0,0.12918105397955656,2.0649055977658177
19,1.0,5.0,87.0,0.54,33840.0,32500.0,53.0,325.0,104.12307692307692,68.0482742885674,23.0,7.076923076923077,0.5589508346026139,2.0,169.42857142857133,21210.0,19600.0,26.0,196.0,108.21428571428572,55.00304740368938,10.0,5.1020408163265305,1.062074489523537,2.0,10.166666666666517,0.053361695209803675,0.1058825232416477,0.0,0.10588252324164761,-0.15938130255253646,0.07484983872403653,-0.017785358820461818,0.09757083875118971,0.253727738503568,0.0,0.039678860520990414,0.5537873568198853
20,1.0,5.0,87.0,0.58,17280.0,17900.0,53.0,179.0,96.53631284916202,67.26273384773849,13.0,7.262569832402235,0.8472486529666536,2.0,137.5,8560.0,11800.0,26.0,118.0,72.54237288135593,32.907543651606105,5.0,4.23728813559322,0.9785597782875016,0.0,176.66666666666652,-0.11664654738626552,-0.252507515844868,0.0,-0.2525075158448679,0.3542546735050429,0.091465690779794,0.04247908015796249,-0.027391210648013673,-0.21972243665525468,0.0,-0.004192197826818923,-0.38476797976328925
21,1.0,5.0,88.0,0.5,48210.0,48100.0,53.0,481.0,100.22869022869024,77.08654318402405,32.0,6.652806652806653,0.6988663748013144,2.0,234.5666666666666,32950.0,29700.0,26.0,297.0,110.94276094276094,40.30991762523421,16.0,5.387205387205387,0.9719701501508852,2.0,56.19047619047615,0.2008869636944362,0.4888198252792946,0.0,0.48881982527929435,0.10427486118589445,-0.11632878302660479,-0.07202335390104368,0.3830509561098786,0.023954799566966035,0.0,0.12918105397955656,1.6306361481676719
22,1.0,5.0,88.0,0.54,33840.0,31200.0,53.0,312.0,108.46153846153844,67.60703031751115,23.0,7.371794871794872,0.5822404527110561,2.0,169.42857142857133,21210.0,19600.0,26.0,196.0,108.21428571428572,55.00304740368938,10.0,5.1020408163265305,1.062074489523537,2.0,10.166666666666517,0.053361695209803675,0.07397108140517712,0.0,0.07397108140517705,-0.45310203845332464,0.08418308773643517,-0.017785358820461818,-0.10091247813789953,0.21548092194632062,0.0,0.039678860520990414,-0.031153147187781935
23,1.0,5.0,88.0,0.58,17280.0,17300.0,53.0,173.0,99.8843930635838,76.01377707833852,13.0,7.514450867052023,0.8766329993123179,2.0,137.5,8560.0,11200.0,26.0,112.0,76.42857142857142,30.015397230586363,5.0,4.464285714285714,1.0309826235529032,0.0,176.66666666666652,-0.11664654738626552,-0.26723587361554674,0.0,-0.2672358736155466,0.12758432602892722,-0.09363749690555821,0.04247908015796249,-0.19693670156375898,-0.26797817443095723,0.0,-0.004192197826818923,-1.0437994591575623
24,1.0,5.0,89.0,0.5,47170.0,46200.0,53.0,462.0,102.0995670995671,75.88399799720169,31.0,6.70995670995671,0.6741303680691532,2.0,236.0333333333333,31810.0,28700.0,26.0,287.0,110.83623693379792,42.52965323941295,16.0,5.574912891986063,1.0644775133463042,2.0,39.30555555555566,0.19021011754105988,0.4421800256721453,0.0,0.4421800256721451,-0.022386474041380718,-0.0908923931527504,-0.06599691000320125,0.34458226191525004,0.06457691313871529,0.0,0.13119630915794964,1.4356498758999328
25,1.0,5.0,89.0,0.54,32890.0,30300.0,53.0,303.0,108.54785478547856,68.61499817772604,22.0,7.260726072607261,0.5522508425967495,2.0,96.89523809523804,25570.0,19100.0,26.0,191.0,133.87434554973822,67.33578898015662,11.0,5.7591623036649215,1.317597632682504,2.0,84.72222222222217,0.04360880689662339,0.051878544749159025,0.0,0.05187854474915898,-0.4589457906597657,0.0628624224061867,-0.011758914922619388,-0.02615014396745034,0.2647306396241505,0.0,-0.059984668301356105,-0.08188055942591302
26,1.0,5.0,89.0,0.58,17280.0,16800.0,53.0,168.0,102.85714285714285,73.92533810141992,13.0,7.738095238095238,0.902723267148994,2.0,137.5,8560.0,11300.0,26.0,113.0,75.75221238938053,31.814577764299067,5.0,4.424778761061947,1.0218588835214617,0.0,176.66666666666652,-0.11664654738626552,-0.27950950509111233,0.0,-0.2795095050911123,-0.07367555590671264,-0.049462568073963195,0.04247908015796249,-0.3474756047081959,-0.31082429080918533,0.0,-0.004192197826818923,-1.4188166947354035
27,1.0,5.0,90.0,0.5,45680.0,45100.0,53.0,451.0,101.2860310421286,83.4694459556754,30.0,6.651884700665188,0.6464469949939358,2.0,244.61666666666656,36650.0,28200.0,26.0,282.0,129.96453900709218,18.25420300149791,18.0,6.382978723404255,0.9382096847746776,3.0,7.162698412698774,0.1749134821867034,0.41517803642590095,0.0,0.41517803642590073,0.032691208993098256,-0.25134076029429364,-0.059970466105358826,0.3836715380788342,0.11003926837200605,0.0,0.14299013207695424,1.3633504761597453
28,1.0,5.0,90.0,0.54,29980.0,28400.0,53.0,284.0,105.56338028169014,57.635201393676745,21.0,7.394366197183098,0.6298783035210674,2.0,74.66666666666674,19560.0,17400.0,26.0,174.0,112.41379310344828,47.16104196220552,9.0,5.172413793103448,1.1494252873563218,2.0,106.0,0.013734170063618469,0.005238745142009722,0.0,0.005238745142009687,-0.25689212722202764,0.2951084908244257,-0.005732471024776956,-0.1161056285427587,0.13724880441530918,0.0,-0.0905275617193387,-0.012688832921529253
33,1.0,5.0,92.0,0.5,43930.0,44000.0,53.0,440.0,99.8409090909091,83.04181202236835,29.0,6.59090909090909,0.6893523130955955,2.0,155.61666666666656,33380.0,27200.0,26.0,272.0,122.72058823529412,45.640731167284194,17.0,6.25,1.1818199462001169,2.0,48.27380952380963,0.15694763529400285,0.38817604717965665,0.0,0.3881760471796564,0.1305282600342599,-0.24229539254422108,-0.053944022207516394,0.4247152780505974,0.039579039134941575,0.0,0.020700783751740382,1.2525836758731175
37,1.0,5.0,93.0,0.54,25720.0,26400.0,53.0,264.0,97.42424242424242,50.63273356967115,18.0,6.8181818181818175,0.5081972676135886,2.0,44.13333333333344,18330.0,16800.0,26.0,168.0,109.10714285714285,37.35079631426772,8.0,4.761904761904762,1.2390869044441264,2.0,-137.33333333333348,-0.029999834372326867,-0.0438557807602527,0.0,-0.04385578076025271,0.2941404311846706,0.44322558746441937,0.012346860668750334,0.27173406542857226,0.3370765661750516,0.0,-0.13248151043315737,1.1083306045954746
45,1.0,5.0,96.0,0.5,38000.0,39000.0,53.0,390.0,97.43589743589745,67.55359318356359,26.0,6.666666666666667,0.5558841894533025,2.0,182.6309523809523,30530.0,23700.0,26.0,237.0,128.81856540084388,45.53093057069394,14.0,5.907172995780591,0.9744308340753178,2.0,73.33333333333303,0.09606907982330898,0.26543973242400054,0.0,0.26543973242400043,0.29335136838674164,0.08531339684059704,-0.035864690513989106,0.37372154050992157,0.2587638629228588,0.0,0.05781942864467451,1.6600534514621144
48,1.0,5.0,97.0,0.5,38000.0,37600.0,53.0,376.0,101.06382978723406,69.81574068360437,26.0,6.914893617021277,0.5765820050180532,2.0,182.6309523809523,25570.0,22700.0,26.0,227.0,112.6431718061674,55.051537154384654,11.0,4.845814977973569,1.108639417807746,2.0,84.72222222222217,0.09606907982330898,0.23107356429241685,0.0,0.23107356429241674,0.04773458681888112,0.03746416307063792,-0.035864690513989106,0.2066356770787737,0.22477337190858984,0.0,0.05781942864467451,1.0967787454157105
51,1.0,5.0,98.0,0.5,38000.0,37100.0,53.0,371.0,102.42587601078168,68.71030890240621,26.0,7.008086253369273,0.5843526519859515,2.0,182.6309523809523,28410.0,22100.0,26.0,221.0,128.55203619909503,31.00246029606348,12.0,5.429864253393665,0.9049773755656108,2.0,84.72222222222172,0.09606907982330898,0.21879993281685126,0.0,0.21879993281685114,-0.044478105529467994,0.060846397745582696,-0.035864690513989106,0.14390609800855061,0.21201221336453435,0.0,0.05781942864467451,0.9279102871768964
54,1.0,5.0,99.0,0.5,38000.0,35800.0,53.0,358.0,106.14525139664804,71.36138974269025,26.0,7.262569832402235,0.6055721616949385,2.0,182.6309523809523,25570.0,21300.0,26.0,213.0,120.04694835680752,59.62965346375603,11.0,5.164319248826291,1.1815077363491002,2.0,84.72222222222217,0.09606907982330898,0.18688849098038066,0.0,0.18688849098038057,-0.29628572575222245,0.004770396128745732,-0.035864690513989106,-0.027391210648013673,0.17716498265875613,0.0,0.05781942864467451,0.35005924230202135
57,1.0,5.0,100.0,0.5,34380.0,34900.0,53.0,349.0,98.51002865329514,65.93570679666337,23.0,6.59025787965616,0.5585555498457859,2.0,64.26190476190482,25570.0,21200.0,26.0,212.0,120.61320754716982,57.4918296207621,11.0,5.188679245283019,1.1870808860488602,2.0,84.72222222222217,0.05890544225097986,0.1647959543243626,0.0,0.1647959543243625,0.22063097918169203,0.11953513699619153,-0.017785358820461818,0.4251536196340414,0.2543768854115112,0.0,-0.10482409602060104,1.2855845172820783
58,1.0,5.0,100.0,0.54,18800.0,19100.0,53.0,191.0,98.42931937172776,77.64056016223107,14.0,7.329842931937172,0.9365729748690218,2.0,131.0,12390.0,13200.0,26.0,132.0,93.86363636363636,52.84023512116196,6.0,4.545454545454546,0.7575757575757576,1.0,176.66666666666652,-0.10104192608517704,-0.22305080030351054,0.0,-0.2230508003035105,0.22609512571516602,-0.12804742113586864,0.036452636260120054,-0.0726739001602797,-0.3664131611657607,0.0,-0.01312344236742443,-0.8648536895462455
61,1.0,5.0,101.0,0.54,18800.0,18400.0,53.0,184.0,102.17391304347828,83.87598324493518,14.0,7.608695652173914,0.9722034684781694,2.0,131.0,12390.0,12700.0,26.0,127.0,97.55905511811024,54.766561604108745,6.0,4.724409448818897,0.7874015748031495,1.0,176.66666666666652,-0.10104192608517704,-0.24023388436930238,0.0,-0.24023388436930232,-0.027419812510153945,-0.2599398891263642,0.036452636260120054,-0.2603745002132547,-0.4249264844228416,0.0,-0.01312344236742443,-1.5308411872037004
63,1.0,5.0,102.0,0.5,31970.0,32700.0,53.0,327.0,97.76758409785931,61.40049655497143,22.0,6.727828746177369,0.6341419374106336,2.0,25.04761904761904,23920.0,19800.0,26.0,198.0,120.8080808080808,55.58419071277599,10.0,5.05050505050505,1.271015898193729,2.0,180.5555555555552,0.03416390453017509,0.11079197583187392,0.0,0.11079197583187386,0.2708956546328602,0.2154644851252229,-0.011758914922619388,0.3325522845137809,0.1302469539563534,0.0,-0.15870599989744094,1.0344423196020798
64,1.0,5.0,102.0,0.54,18800.0,17800.0,53.0,178.0,105.61797752808988,81.87201281469278,14.0,7.865168539325842,1.0049743719100177,2.0,131.0,12390.0,12000.0,26.0,120.0,103.25,55.6593169013472,6.0,5.0,0.8333333333333334,1.0,176.66666666666652,-0.10104192608517704,-0.2549622421399811,0.0,-0.25496224213998103,-0.26058844750711524,-0.217551649817024,0.036452636260120054,-0.4330108466504193,-0.478743714320606,0.0,-0.01312344236742443,-1.9775318747676078
66,1.0,5.0,103.0,0.5,31110.0,31500.0,53.0,315.0,98.76190476190476,71.71792572374048,20.0,6.349206349206349,0.6349206349206349,2.0,-20.43809523809523,20480.0,19300.0,26.0,193.0,106.11398963730568,41.04292149687879,9.0,4.66321243523316,1.0362694300518134,2.0,167.33333333333303,0.02533497405719082,0.08133526029051648,0.0,0.08133526029051641,0.20357856663388368,-0.0027710986254055985,0.00029397287306547396,0.5874095835375124,0.12896815665362701,0.0,-0.221205082572799,0.8842795931381077
69,1.0,5.0,104.0,0.5,29030.0,30100.0,53.0,301.0,96.44518272425248,52.57558623433811,20.0,6.64451827242525,0.525295292386774,2.0,2.1333333333334394,22690.0,18100.0,26.0,181.0,125.35911602209944,57.17628059422668,9.0,4.972375690607735,1.4617410558367905,2.0,-62.77777777777783,0.003981281750438172,0.04696909215893278,0.0,0.04696909215893273,0.36042432768172894,0.402130118963554,0.00029397287306547396,0.38863000862812513,0.3089977452194498,0.0,-0.19019109054168526,1.3682045488925416
96,1.0,5.0,113.0,0.5,21330.0,21900.0,53.0,219.0,97.3972602739726,52.2959437713453,15.0,6.849315068493151,0.7219812009516847,2.0,131.0,12390.0,14400.0,26.0,144.0,86.04166666666667,38.11944417701336,6.0,4.166666666666666,0.6944444444444443,1.0,176.66666666666652,-0.07506844457744424,-0.15431846404034313,0.0,-0.15431846404034313,0.2959671656072711,0.40804515217138365,0.030426192362277626,0.25077773493240346,-0.014004969090872676,0.0,-0.01312344236742443,0.5743824609569081
102,1.0,5.0,115.0,0.5,21330.0,21300.0,53.0,213.0,100.14084507042251,54.82522533243812,15.0,7.042253521126761,0.742318699570042,2.0,131.0,12390.0,14000.0,26.0,140.0,88.5,42.37435661948497,6.0,4.285714285714286,0.7142857142857142,1.0,176.66666666666652,-0.07506844457744424,-0.16904682181102185,0.0,-0.16904682181102185,0.11022211790419818,0.3545454645141483,0.030426192362277626,0.12090751777305397,-0.04740373824491153,0.0,-0.01312344236742443,0.14241202374185413
105,1.0,5.0,116.0,0.5,20030.0,20600.0,53.0,206.0,97.23300970873788,65.99995874831093,15.0,7.281553398058252,0.767543121400092,2.0,131.0,12390.0,13600.0,26.0,136.0,91.10294117647058,37.82657114296891,6.0,4.411764705882353,0.735294117647059,1.0,176.66666666666652,-0.08841450226916465,-0.18622990587681373,0.0,-0.18622990587681368,0.3070871897137823,0.11817607148233582,0.030426192362277626,-0.0401693777813816,-0.08882793979276059,0.0,-0.01312344236742443,-0.14730562040596298
117,1.0,5.0,120.0,0.5,17810.0,18200.0,53.0,182.0,97.85714285714285,82.13080373905275,13.0,7.142857142857142,0.9981264903618104,2.0,137.0,12390.0,12300.0,26.0,123.0,100.73170731707316,44.63086810307154,6.0,4.878048780487805,0.8130081300813008,1.0,176.66666666666652,-0.11120546232733335,-0.24514333695952864,0.0,-0.24514333695952856,0.2648323844044812,-0.22302562860798295,0.04247908015796249,0.053189475968536494,-0.4674979451473835,0.0,-0.004879216637634731,-0.9363939861084114
120,1.0,5.0,121.0,0.5,17810.0,17900.0,53.0,179.0,99.4972067039106,84.12374086162399,13.0,7.262569832402235,1.0148548672952489,2.0,137.0,12390.0,11900.0,26.0,119.0,104.11764705882354,42.80709301598375,6.0,5.042016806722689,0.8403361344537815,1.0,176.66666666666652,-0.11120546232733335,-0.252507515844868,0.0,-0.2525075158448679,0.15379745745483964,-0.2651804899797642,0.04247908015796249,-0.027391210648013673,-0.49496972080701895,0.0,-0.004879216637634731,-1.2123645944766985
123,1.0,5.0,122.0,0.5,17810.0,17800.0,53.0,178.0,100.0561797752809,83.25062489947297,13.0,7.303370786516854,1.0205562991339858,2.0,137.0,12390.0,12100.0,26.0,121.0,102.39669421487602,43.66426679854453,6.0,4.958677685950414,0.8264462809917357,1.0,176.66666666666652,-0.11120546232733335,-0.2549622421399811,0.0,-0.25496224213998103,0.11595409283904393,-0.2467122292759446,0.04247908015796249,-0.0548550401690093,-0.5043327604513134,0.0,-0.004879216637634731,-1.2734760201441913
141,1.0,5.0,128.0,0.5,16910.0,15200.0,53.0,152.0,111.25,84.5339624072493,12.0,7.894736842105263,0.9977467689541512,2.0,112.5,7590.0,9800.0,26.0,98.0,77.44897959183673,32.859137443897325,4.0,4.081632653061225,0.5891329277445161,1.0,0.0,-0.12044504072929363,-0.31878512581292223,0.0,-0.3187851258129222,-0.6418853128576458,-0.2738575486745425,0.04850552405580492,-0.4529137838336514,-0.4668743567762053,0.0,-0.03854313836760933,-2.583583908808987
254,1.0,7.0,81.0,0.58,24620.0,25300.0,53.0,253.0,97.31225296442688,69.23673202820233,19.0,7.5098814229249,0.5862607499680366,2.0,66.33333333333348,19560.0,16400.0,26.0,164.0,119.26829268292684,53.11811165189256,9.0,5.487804878048781,1.2195121951219512,2.0,106.0,-0.04129265241916721,-0.07085777000649704,0.0,-0.07085777000649704,0.30172229546041535,0.04971142833811622,0.006320416770907905,-0.19386092950802478,0.20887868523392042,0.0,-0.10197787523293542,0.08778582863023843
257,1.0,7.0,82.0,0.58,23920.0,24900.0,53.0,249.0,96.06425702811244,74.8368073436833,18.0,7.228915662650602,0.7828750477758205,2.0,99.4666666666667,15730.0,15900.0,26.0,159.0,98.93081761006287,46.15554484259183,8.0,5.031446540880504,1.3092238990353036,1.0,-137.33333333333348,-0.04847899117624743,-0.08067667518694951,0.0,-0.08067667518694951,0.38621360224412343,-0.06874208227292752,0.012346860668750334,-0.0047380055750872755,-0.11400642802864756,0.0,-0.05645142870287469,-0.05520982321680974
259,1.0,7.0,83.0,0.54,37580.0,36400.0,53.0,364.0,103.24175824175823,78.2605022846794,26.0,7.142857142857142,0.7371652673076229,2.0,200.60317460317447,26740.0,23000.0,26.0,230.0,116.2608695652174,60.26363463559416,12.0,5.217391304347826,1.150326656984605,2.0,107.22222222222216,0.09175727656906085,0.20161684875105942,0.0,0.20161684875105929,-0.09971462823834308,-0.14116051634311763,-0.035864690513989106,0.053189475968536494,-0.0389406377568233,0.0,0.08251393812233154,0.3150139153097745
