,pred_proba,trans_result,pred,money,true_result,hit,gain
14816,0.00019197949,0,0.0,3170.0,1,0.0,0.0
14817,0.08860559,0,0.0,2120.0,42,0.0,0.0
14818,0.005969475,0,0.0,1870.0,1,0.0,0.0
14819,0.00035036594,0,0.0,1290.0,2,0.0,0.0
14820,1.8740796e-07,0,0.0,5300.0,72,0.0,0.0
14821,0.30893087,0,0.0,820.0,3,0.0,0.0
14822,0.007387854,0,0.0,2000.0,34,0.0,0.0
14823,0.83501005,0,0.0,77020.0,58,0.0,0.0
14824,1.2907594e-05,0,0.0,4360.0,14,0.0,0.0
14825,0.0147771165,0,0.0,3410.0,17,0.0,0.0
14826,5.4312568e-05,0,0.0,2440.0,14,0.0,0.0
14827,0.0012887702,0,0.0,4990.0,79,0.0,0.0
14828,0.25984892,0,0.0,1120.0,22,0.0,0.0
14829,0.00050306437,0,0.0,1980.0,6,0.0,0.0
14830,0.27919453,0,0.0,57530.0,94,0.0,0.0
14831,0.00025628388,0,0.0,4470.0,26,0.0,0.0
14832,0.031966228,0,0.0,5610.0,20,0.0,0.0
14833,0.18067785,0,0.0,3830.0,32,0.0,0.0
14834,0.9912698,0,1.0,38820.0,116,0.0,0.0
14835,0.00041856457,0,0.0,1310.0,57,0.0,0.0
14836,0.9998647,0,1.0,5300.0,81,0.0,0.0
14837,0.985683,0,1.0,31560.0,39,0.0,0.0
14838,0.9326297,0,1.0,890.0,10,0.0,0.0
14839,0.30781478,0,0.0,1760.0,10,0.0,0.0
14840,0.9999764,0,1.0,10390.0,88,0.0,0.0
14841,0.013768882,0,0.0,970.0,82,0.0,0.0
14842,0.13514942,0,0.0,45460.0,79,0.0,0.0
14843,0.0017884602,0,0.0,2980.0,7,0.0,0.0
14844,0.25880727,0,0.0,4480.0,4,0.0,0.0
14845,4.6225728e-06,0,0.0,29970.0,118,0.0,0.0
14846,0.082464285,0,0.0,5760.0,53,0.0,0.0
14847,0.0018421166,0,0.0,1200.0,6,0.0,0.0
14848,0.81366515,0,0.0,4280.0,115,0.0,0.0
14849,0.6021776,0,0.0,3540.0,8,0.0,0.0
14850,0.0025685923,0,0.0,4680.0,44,0.0,0.0
14851,2.5888477e-07,0,0.0,2010.0,62,0.0,0.0
14852,5.1844076e-05,0,0.0,10310.0,68,0.0,0.0
14853,0.7357065,0,0.0,11930.0,78,0.0,0.0
14854,0.58211404,0,0.0,7110.0,99,0.0,0.0
14855,0.0039943284,0,0.0,6700.0,24,0.0,0.0
14856,0.119255885,0,0.0,1300.0,14,0.0,0.0
14857,0.18110707,0,0.0,2220.0,84,0.0,0.0
14858,1.7436585e-05,0,0.0,15260.0,30,0.0,0.0
14859,0.6183251,0,0.0,760.0,6,0.0,0.0
14860,0.00045808725,0,0.0,1750.0,7,0.0,0.0
14861,0.03083785,0,0.0,17790.0,43,0.0,0.0
14862,9.0852217e-07,0,0.0,2590.0,69,0.0,0.0
14863,0.024126526,0,0.0,7190.0,33,0.0,0.0
14864,0.0064331484,0,0.0,6050.0,73,0.0,0.0
14865,0.9996445,0,1.0,1250.0,6,0.0,0.0
14866,0.7588752,0,0.0,11040.0,2,0.0,0.0
14867,0.010669706,0,0.0,820.0,2,0.0,0.0
14868,0.027101872,0,0.0,10010.0,14,0.0,0.0
14869,0.9989498,0,1.0,1090.0,1,0.0,0.0
14870,0.0005204054,0,0.0,11610.0,16,0.0,0.0
14871,0.98759884,0,1.0,1430.0,6,0.0,0.0
14872,0.7453566,0,0.0,24950.0,85,0.0,0.0
14873,0.97217,0,1.0,3110.0,22,0.0,0.0
14874,0.00018735565,0,0.0,8440.0,44,0.0,0.0
14875,6.9260524e-05,0,0.0,2710.0,22,0.0,0.0
14876,0.42363745,0,0.0,7780.0,90,0.0,0.0
14877,0.0038701922,0,0.0,2180.0,51,0.0,0.0
14878,0.9995441,0,1.0,2200.0,7,0.0,0.0
14879,0.6391198,0,0.0,1150.0,2,0.0,0.0
14880,0.2516686,0,0.0,1140.0,18,0.0,0.0
14881,0.99928707,0,1.0,640.0,3,0.0,0.0
14882,0.54397875,0,0.0,1480.0,11,0.0,0.0
14883,0.004570427,0,0.0,1850.0,10,0.0,0.0
14884,0.12684524,0,0.0,5070.0,23,0.0,0.0
14885,0.0018565252,0,0.0,8880.0,23,0.0,0.0
14886,0.009789398,0,0.0,1040.0,11,0.0,0.0
14887,0.007659475,0,0.0,800.0,1,0.0,0.0
14888,0.0075392844,0,0.0,10850.0,33,0.0,0.0
14889,0.0005567354,0,0.0,7340.0,102,0.0,0.0
14890,3.489467e-05,0,0.0,1390.0,21,0.0,0.0
14891,0.038373243,0,0.0,2960.0,109,0.0,0.0
14892,0.99998236,0,1.0,1820.0,7,0.0,0.0
14893,0.9649625,0,1.0,2100.0,5,0.0,0.0
14894,0.12101403,0,0.0,13520.0,51,0.0,0.0
14895,0.34475857,0,0.0,1560.0,4,0.0,0.0
14896,0.011186472,0,0.0,1160.0,5,0.0,0.0
14897,0.51264936,0,0.0,6270.0,71,0.0,0.0
14898,0.5051763,0,0.0,3540.0,94,0.0,0.0
14899,7.9958736e-05,0,0.0,2250.0,9,0.0,0.0
14900,0.9876078,0,1.0,4430.0,27,0.0,0.0
14901,1.1995696e-05,0,0.0,8500.0,102,0.0,0.0
14902,0.9996742,0,1.0,4050.0,8,0.0,0.0
14903,0.9949516,0,1.0,1020.0,2,0.0,0.0
14904,7.190359e-05,0,0.0,690.0,5,0.0,0.0
14905,0.0001934139,0,0.0,4410.0,77,0.0,0.0
14906,0.94476736,0,1.0,5570.0,49,0.0,0.0
14907,0.28584385,1,0.0,3120.0,13,0.0,0.0
14908,0.8924075,0,1.0,4360.0,64,0.0,0.0
14909,7.400218e-05,0,0.0,6790.0,8,0.0,0.0
14910,0.043459274,0,0.0,3000.0,45,0.0,0.0
14911,0.012423276,0,0.0,3310.0,66,0.0,0.0
14912,0.75664914,0,0.0,1200.0,7,0.0,0.0
14913,0.9973738,0,1.0,430.0,2,0.0,0.0
14914,0.98609227,0,1.0,38860.0,95,0.0,0.0
14915,0.0742386,0,0.0,90580.0,111,0.0,0.0
14916,0.9979032,0,1.0,1580.0,10,0.0,0.0
14917,0.40860406,0,0.0,38020.0,99,0.0,0.0
14918,0.13406834,0,0.0,1880.0,10,0.0,0.0
14919,0.003320518,0,0.0,15970.0,47,0.0,0.0
14920,0.024456372,0,0.0,43770.0,118,0.0,0.0
14921,0.0005153831,0,0.0,8020.0,20,0.0,0.0
14922,0.002753614,0,0.0,9640.0,91,0.0,0.0
14923,0.009227196,0,0.0,3470.0,3,0.0,0.0
14924,0.0014676263,0,0.0,8860.0,61,0.0,0.0
14925,0.0003347793,0,0.0,1050.0,22,0.0,0.0
14926,0.30536565,0,0.0,5540.0,84,0.0,0.0
14927,0.95500195,0,1.0,750.0,1,0.0,0.0
14928,0.8064952,1,0.0,5260.0,13,0.0,0.0
14929,0.0040089814,0,0.0,590.0,1,0.0,0.0
14930,0.26060256,0,0.0,8630.0,16,0.0,0.0
14931,7.122164e-05,0,0.0,2270.0,10,0.0,0.0
14932,7.627176e-05,0,0.0,2570.0,5,0.0,0.0
14933,0.6254426,0,0.0,2350.0,113,0.0,0.0
14934,0.007154184,0,0.0,1790.0,70,0.0,0.0
14935,0.14347132,0,0.0,1060.0,2,0.0,0.0
14936,0.98583734,0,1.0,670.0,10,0.0,0.0
14937,0.94009316,0,1.0,670.0,4,0.0,0.0
14938,0.89772606,0,1.0,640.0,14,0.0,0.0
14939,0.00017577808,0,0.0,1440.0,4,0.0,0.0
14940,0.19289547,0,0.0,7470.0,11,0.0,0.0
14941,0.8949507,0,1.0,1320.0,8,0.0,0.0
14942,0.0006632705,0,0.0,580.0,2,0.0,0.0
14943,0.05380931,0,0.0,1630.0,79,0.0,0.0
14944,0.00036119178,0,0.0,1390.0,6,0.0,0.0
14945,0.0020710693,0,0.0,5080.0,49,0.0,0.0
14946,0.97940254,0,1.0,3520.0,103,0.0,0.0
14947,0.18038455,0,0.0,9530.0,8,0.0,0.0
14948,0.9992865,0,1.0,560.0,2,0.0,0.0
14949,0.9373128,0,1.0,780.0,9,0.0,0.0
14950,0.9974802,0,1.0,13890.0,19,0.0,0.0
14951,0.011989505,0,0.0,1050.0,2,0.0,0.0
14952,0.3689557,0,0.0,8470.0,18,0.0,0.0
14953,0.08719384,0,0.0,2050.0,7,0.0,0.0
14954,0.043819226,0,0.0,32620.0,52,0.0,0.0
14955,0.09974173,0,0.0,1320.0,11,0.0,0.0
14956,0.30185005,0,0.0,1380.0,3,0.0,0.0
14957,8.342203e-05,0,0.0,4150.0,55,0.0,0.0
14958,0.031387076,0,0.0,31320.0,35,0.0,0.0
14959,0.21608531,0,0.0,5830.0,108,0.0,0.0
14960,0.9259862,0,1.0,720.0,5,0.0,0.0
14961,0.9282893,0,1.0,3240.0,24,0.0,0.0
14962,0.0020426072,0,0.0,2820.0,33,0.0,0.0
14963,0.99998224,0,1.0,760.0,23,0.0,0.0
14964,0.8011842,1,0.0,1530.0,13,0.0,0.0
14965,0.8596882,0,1.0,2550.0,3,0.0,0.0
14966,0.044168733,0,0.0,1390.0,10,0.0,0.0
14967,0.53644454,0,0.0,7760.0,75,0.0,0.0
14968,0.4670165,0,0.0,4560.0,9,0.0,0.0
14969,0.96883315,0,1.0,9480.0,42,0.0,0.0
14970,0.0015330133,0,0.0,700.0,10,0.0,0.0
14971,0.00018998643,0,0.0,680.0,12,0.0,0.0
14972,2.5965875e-05,0,0.0,18250.0,114,0.0,0.0
14973,0.32782355,0,0.0,2580.0,8,0.0,0.0
14974,0.000541812,0,0.0,37970.0,79,0.0,0.0
14975,0.0019967917,0,0.0,14290.0,93,0.0,0.0
14976,0.025441473,0,0.0,1040.0,2,0.0,0.0
14977,0.26901415,0,0.0,1190.0,11,0.0,0.0
14978,0.02128521,0,0.0,1330.0,9,0.0,0.0
14979,0.0011810812,0,0.0,2110.0,25,0.0,0.0
14980,0.68029577,0,0.0,10270.0,17,0.0,0.0
14981,0.967766,0,1.0,53790.0,44,0.0,0.0
14982,0.6133067,0,0.0,5580.0,23,0.0,0.0
14983,0.9362508,0,1.0,870.0,3,0.0,0.0
14984,9.605451e-05,0,0.0,700.0,8,0.0,0.0
14985,0.0003537939,0,0.0,510.0,1,0.0,0.0
14986,0.99209905,0,1.0,8640.0,49,0.0,0.0
14987,0.9700056,0,1.0,5490.0,43,0.0,0.0
14988,0.99966466,0,1.0,79630.0,90,0.0,0.0
14989,0.34467643,0,0.0,3830.0,43,0.0,0.0
14990,8.39576e-05,0,0.0,8750.0,5,0.0,0.0
14991,0.0018715969,0,0.0,8550.0,102,0.0,0.0
14992,0.0015696925,0,0.0,8180.0,88,0.0,0.0
14993,0.00013221925,0,0.0,1700.0,38,0.0,0.0
14994,0.7750455,0,0.0,9850.0,15,0.0,0.0
14995,0.7686653,0,0.0,1490.0,7,0.0,0.0
14996,0.41522107,0,0.0,22660.0,41,0.0,0.0
14997,0.036512222,0,0.0,13760.0,22,0.0,0.0
14998,0.0010732451,0,0.0,2310.0,6,0.0,0.0
14999,0.4815526,0,0.0,5350.0,82,0.0,0.0
15000,0.48999143,0,0.0,37120.0,30,0.0,0.0
15001,0.8699139,0,1.0,1590.0,5,0.0,0.0
15002,0.00078852137,0,0.0,1950.0,6,0.0,0.0
15003,0.030071804,0,0.0,2490.0,4,0.0,0.0
15004,0.0039066784,0,0.0,1120.0,1,0.0,0.0
15005,0.9484688,0,1.0,2050.0,3,0.0,0.0
15006,0.00026710794,0,0.0,20350.0,111,0.0,0.0
15007,0.17646423,0,0.0,27560.0,82,0.0,0.0
15008,0.0009596833,0,0.0,11040.0,89,0.0,0.0
15009,0.9598911,0,1.0,1200.0,83,0.0,0.0
15010,0.9874778,0,1.0,2320.0,43,0.0,0.0
15011,0.0048303567,0,0.0,720.0,4,0.0,0.0
15012,0.114657745,0,0.0,91600.0,83,0.0,0.0
15013,0.014063489,0,0.0,4370.0,61,0.0,0.0
15014,3.3556624e-08,0,0.0,2970.0,7,0.0,0.0
15015,0.9944642,0,1.0,1920.0,43,0.0,0.0
15016,0.00043662565,0,0.0,8900.0,85,0.0,0.0
15017,0.98426545,0,1.0,680.0,3,0.0,0.0
15018,5.489903e-06,0,0.0,1520.0,90,0.0,0.0
15019,0.007178262,0,0.0,1050.0,1,0.0,0.0
15020,0.05087441,0,0.0,22370.0,21,0.0,0.0
15021,0.305483,0,0.0,640.0,6,0.0,0.0
15022,0.16669087,0,0.0,4110.0,76,0.0,0.0
15023,0.25215545,0,0.0,1980.0,66,0.0,0.0
15024,0.022776656,0,0.0,3420.0,24,0.0,0.0
15025,0.0039934525,0,0.0,960.0,26,0.0,0.0
15026,0.00035317385,0,0.0,4640.0,32,0.0,0.0
15027,0.007564397,0,0.0,580.0,6,0.0,0.0
15028,0.9944799,0,1.0,1340.0,14,0.0,0.0
15029,0.99996316,0,1.0,6310.0,98,0.0,0.0
15030,0.20545456,0,0.0,1960.0,3,0.0,0.0
15031,0.43460017,0,0.0,1550.0,73,0.0,0.0
15032,0.9909134,0,1.0,35170.0,48,0.0,0.0
15033,0.4758182,0,0.0,950.0,7,0.0,0.0
15034,0.00021185726,0,0.0,680.0,67,0.0,0.0
15035,1.3574736e-06,0,0.0,4140.0,58,0.0,0.0
15036,3.4692304e-05,0,0.0,6800.0,56,0.0,0.0
15037,0.009461546,0,0.0,4210.0,1,0.0,0.0
15038,0.9820623,0,1.0,970.0,9,0.0,0.0
15039,0.07831393,0,0.0,5930.0,46,0.0,0.0
15040,0.9983902,0,1.0,10950.0,118,0.0,0.0
15041,0.00015527672,0,0.0,1860.0,45,0.0,0.0
15042,0.0023532473,0,0.0,1990.0,5,0.0,0.0
15043,0.07347685,0,0.0,2630.0,18,0.0,0.0
15044,1.3340455e-06,0,0.0,4460.0,3,0.0,0.0
15045,0.2688186,0,0.0,1590.0,1,0.0,0.0
15046,0.011229106,0,0.0,1230.0,1,0.0,0.0
15047,2.3070203e-05,0,0.0,1810.0,62,0.0,0.0
15048,1.6995446e-06,0,0.0,19410.0,64,0.0,0.0
15049,0.00015640548,0,0.0,2500.0,25,0.0,0.0
15050,0.024334107,0,0.0,52830.0,98,0.0,0.0
15051,0.9945379,0,1.0,4340.0,29,0.0,0.0
15052,0.016614309,1,0.0,1260.0,13,0.0,0.0
15053,0.9259109,0,1.0,16580.0,68,0.0,0.0
15054,0.83720815,0,0.0,3100.0,9,0.0,0.0
15055,0.6930264,0,0.0,1460.0,2,0.0,0.0
15056,0.10163352,0,0.0,1100.0,2,0.0,0.0
15057,0.27227795,0,0.0,3250.0,70,0.0,0.0
15058,0.7746053,0,0.0,1760.0,50,0.0,0.0
15059,2.5003257e-05,0,0.0,3110.0,105,0.0,0.0
15060,0.0049535907,0,0.0,990.0,12,0.0,0.0
15061,0.00509454,0,0.0,400.0,1,0.0,0.0
15062,0.14333707,0,0.0,1710.0,14,0.0,0.0
15063,0.98766744,1,1.0,2460.0,13,1.0,2460.0
15064,0.99598074,0,1.0,660.0,3,0.0,0.0
15065,0.13043322,0,0.0,2510.0,1,0.0,0.0
15066,0.003242494,0,0.0,15620.0,72,0.0,0.0
15067,0.00012602807,0,0.0,660.0,11,0.0,0.0
15068,0.00010621332,0,0.0,3920.0,65,0.0,0.0
15069,0.28091273,0,0.0,2210.0,7,0.0,0.0
15070,2.3276874e-05,0,0.0,19840.0,85,0.0,0.0
15071,5.0307437e-05,0,0.0,4520.0,50,0.0,0.0
15072,0.74524766,0,0.0,790.0,4,0.0,0.0
15073,0.0012625229,0,0.0,600.0,4,0.0,0.0
15074,0.07863632,0,0.0,1210.0,1,0.0,0.0
15075,0.8167267,0,0.0,690.0,7,0.0,0.0
15076,0.9705805,0,1.0,970.0,6,0.0,0.0
15077,0.53311837,0,0.0,7600.0,7,0.0,0.0
15078,0.9021055,0,1.0,4360.0,12,0.0,0.0
15079,2.5162304e-05,0,0.0,11230.0,83,0.0,0.0
15080,0.00012264628,0,0.0,42970.0,115,0.0,0.0
15081,0.49302804,0,0.0,2560.0,54,0.0,0.0
15082,0.0009990181,0,0.0,3140.0,81,0.0,0.0
15083,0.087184824,0,0.0,15950.0,60,0.0,0.0
15084,0.9291005,0,1.0,810.0,7,0.0,0.0
15085,0.0013894367,0,0.0,11700.0,96,0.0,0.0
15086,1.0373392e-06,0,0.0,770.0,25,0.0,0.0
15087,0.7149894,0,0.0,1530.0,48,0.0,0.0
15088,0.008612775,0,0.0,800.0,1,0.0,0.0
15089,0.003130311,0,0.0,4940.0,43,0.0,0.0
15090,0.027883397,0,0.0,2510.0,65,0.0,0.0
15091,0.0094716335,0,0.0,16000.0,98,0.0,0.0
15092,0.055673033,0,0.0,5420.0,30,0.0,0.0
15093,5.298632e-07,0,0.0,1520.0,70,0.0,0.0
15094,0.00024656855,0,0.0,7920.0,24,0.0,0.0
15095,0.99892753,0,1.0,1880.0,14,0.0,0.0
15096,0.9966605,0,1.0,4620.0,104,0.0,0.0
15097,0.9944845,0,1.0,11300.0,88,0.0,0.0
15098,0.017347785,0,0.0,680.0,4,0.0,0.0
15099,0.028564302,0,0.0,1740.0,31,0.0,0.0
15100,0.939115,0,1.0,1220.0,8,0.0,0.0
15101,0.18377207,0,0.0,1390.0,1,0.0,0.0
15102,0.0012736322,0,0.0,2440.0,76,0.0,0.0
15103,0.0018356862,0,0.0,1720.0,31,0.0,0.0
15104,0.00012311991,0,0.0,1650.0,49,0.0,0.0
15105,0.00272084,0,0.0,1540.0,9,0.0,0.0
15106,0.9401081,0,1.0,1640.0,27,0.0,0.0
15107,0.030500537,0,0.0,1040.0,7,0.0,0.0
15108,2.5031054e-06,0,0.0,1410.0,45,0.0,0.0
15109,0.998591,1,1.0,1010.0,13,1.0,1010.0
15110,2.521585e-05,0,0.0,1700.0,10,0.0,0.0
15111,3.7245962e-07,0,0.0,3980.0,61,0.0,0.0
15112,0.959595,0,1.0,5250.0,81,0.0,0.0
15113,0.9021055,0,1.0,10180.0,25,0.0,0.0
15114,1.365994e-06,0,0.0,5290.0,51,0.0,0.0
15115,0.00028214944,0,0.0,940.0,6,0.0,0.0
15116,0.00322303,0,0.0,7270.0,61,0.0,0.0
15117,0.040023427,0,0.0,4770.0,23,0.0,0.0
15118,0.0021497512,0,0.0,2460.0,42,0.0,0.0
15119,0.9931363,0,1.0,1820.0,23,0.0,0.0
15120,6.8925656e-06,0,0.0,2830.0,42,0.0,0.0
15121,0.046514925,0,0.0,11810.0,15,0.0,0.0
15122,0.0005329436,0,0.0,640.0,2,0.0,0.0
15123,0.96235037,0,1.0,12970.0,53,0.0,0.0
15124,0.7323071,0,0.0,6100.0,12,0.0,0.0
15125,0.014085303,0,0.0,1380.0,4,0.0,0.0
15126,0.2606205,0,0.0,820.0,2,0.0,0.0
15127,0.021556294,0,0.0,1330.0,43,0.0,0.0
15128,0.012056317,0,0.0,11070.0,113,0.0,0.0
15129,0.0001057064,0,0.0,3180.0,20,0.0,0.0
15130,0.9999615,0,1.0,1270.0,1,0.0,0.0
15131,0.97019804,0,1.0,1560.0,7,0.0,0.0
15132,0.08094911,0,0.0,15130.0,94,0.0,0.0
15133,5.64375e-06,0,0.0,1100.0,1,0.0,0.0
15134,0.007947609,0,0.0,18180.0,18,0.0,0.0
15135,0.8056973,0,0.0,15810.0,51,0.0,0.0
15136,0.8445002,0,0.0,3610.0,6,0.0,0.0
15137,0.014011002,0,0.0,5640.0,73,0.0,0.0
15138,0.7335786,0,0.0,4590.0,35,0.0,0.0
15139,2.1624954e-05,0,0.0,9880.0,48,0.0,0.0
15140,0.00042108973,0,0.0,1780.0,28,0.0,0.0
15141,0.913027,0,1.0,810.0,1,0.0,0.0
15142,5.463214e-05,0,0.0,1220.0,27,0.0,0.0
15143,0.99978,0,1.0,880.0,81,0.0,0.0
15144,2.9029488e-05,0,0.0,37500.0,71,0.0,0.0
15145,0.9990938,0,1.0,900.0,1,0.0,0.0
15146,0.8279451,0,0.0,36100.0,72,0.0,0.0
15147,0.0007386389,0,0.0,2070.0,21,0.0,0.0
15148,0.05884558,0,0.0,1280.0,61,0.0,0.0
15149,0.005585622,0,0.0,10610.0,50,0.0,0.0
15150,0.8795371,0,1.0,11580.0,9,0.0,0.0
15151,0.0022905348,0,0.0,2870.0,41,0.0,0.0
15152,0.00054258876,0,0.0,1990.0,30,0.0,0.0
15153,0.0010489428,0,0.0,3060.0,8,0.0,0.0
15154,0.9934436,0,1.0,1950.0,2,0.0,0.0
15155,0.9912422,0,1.0,1240.0,11,0.0,0.0
15156,0.0035647675,0,0.0,2440.0,3,0.0,0.0
15157,0.99996495,0,1.0,3350.0,14,0.0,0.0
15158,0.09076917,0,0.0,2830.0,7,0.0,0.0
15159,5.362683e-06,0,0.0,31850.0,93,0.0,0.0
15160,0.20044263,0,0.0,1580.0,6,0.0,0.0
15161,6.912682e-07,0,0.0,7920.0,66,0.0,0.0
15162,0.0064396188,0,0.0,8720.0,23,0.0,0.0
15163,3.181353e-07,0,0.0,1370.0,49,0.0,0.0
15164,0.098217085,0,0.0,850.0,17,0.0,0.0
15165,0.90379524,0,1.0,1130.0,8,0.0,0.0
15166,0.14965811,0,0.0,1470.0,103,0.0,0.0
15167,0.7879057,0,0.0,780.0,16,0.0,0.0
15168,0.002314111,0,0.0,580.0,1,0.0,0.0
15169,0.2448268,0,0.0,890.0,6,0.0,0.0
15170,0.998139,0,1.0,1540.0,3,0.0,0.0
15171,0.015411103,0,0.0,3400.0,7,0.0,0.0
15172,0.4451398,0,0.0,5050.0,101,0.0,0.0
15173,0.00017488969,0,0.0,12080.0,14,0.0,0.0
15174,8.001701e-05,0,0.0,1440.0,21,0.0,0.0
15175,5.3953095e-06,0,0.0,830.0,25,0.0,0.0
15176,0.010143234,0,0.0,2230.0,17,0.0,0.0
15177,0.1213109,0,0.0,2000.0,4,0.0,0.0
15178,0.99956554,1,1.0,410.0,13,1.0,410.0
15179,0.00013301466,0,0.0,2730.0,69,0.0,0.0
15180,0.024155077,0,0.0,15620.0,66,0.0,0.0
15181,0.5485255,0,0.0,2650.0,21,0.0,0.0
15182,0.9769895,0,1.0,1730.0,11,0.0,0.0
15183,0.013789885,0,0.0,12890.0,43,0.0,0.0
15184,0.6039668,0,0.0,1880.0,98,0.0,0.0
15185,0.005299273,0,0.0,3130.0,32,0.0,0.0
15186,0.948322,0,1.0,4530.0,1,0.0,0.0
15187,0.99762696,0,1.0,770.0,17,0.0,0.0
